movie_title,comb
hotel transylvania 2,steve buscemi adam sandler fran drescher genndy tartakovsky animation comedy family fantasy
bewitched            ,elizabeth montgomery agnes moorehead dick york unknown comedy family fantasy
fantasia 2000,quincy jones penn jillette russi taylor james algar animation family fantasy music
the time machine,mark addy alan young josh stamberg simon wells action adventure sci-fi
mighty joe young,charlize theron mika boorem david paymer ron underwood action adventure family fantasy thriller
swordfish,hugh jackman don cheadle sam shepard dominic sena action crime thriller
the legend of zorro,michael emerson nick chinlund adrian alonso martin campbell action adventure western
what dreams may come,robin williams annabella sciorra rosalind chao vincent ward drama fantasy romance
little nicky,adam sandler jon lovitz michael mckean steven brill comedy fantasy
the brothers grimm,matt damon heath ledger mackenzie crook terry gilliam action adventure comedy fantasy thriller
mars attacks!,natalie portman martin short lukas haas tim burton action comedy sci-fi
evolution,nissim renard roxane duran julie-marie parmentier lucile hadzihalilovic drama horror mystery sci-fi
the edge,anthony hopkins harold perrineau bart the bear lee tamahori action adventure drama thriller
surrogates,bruce willis devin ratray boris kodjoe jonathan mostow action sci-fi thriller
thirteen days,bruce greenwood jon foster bruce thomas roger donaldson drama history thriller
daylight,sylvester stallone viggo mortensen amy brenneman rob cohen action adventure drama thriller
walking with dinosaurs 3d,charlie rowe tiya sircar madison rothschild barry cook adventure animation family
battlefield earth,richard tyson michael byrne john topor roger christian action adventure sci-fi
looney tunes: back in action,brendan fraser jenna elfman heather locklear joe dante adventure animation comedy family fantasy sci-fi
nine,fergie elio germano andrea di stefano rob marshall drama musical romance
timeline,paul walker gerard butler ethan embry richard donner action adventure sci-fi
the postman,olivia williams brian anthony wilson larenz tate kevin costner action adventure drama sci-fi
babe: pig in the city,adam goldberg elizabeth daily glenne headly george miller adventure comedy drama family fantasy
the last witch hunter,vin diesel joseph gilgun lotte verbeek breck eisner action adventure fantasy
red planet,bob neill val kilmer tom sizemore antony hoffman action sci-fi thriller
arthur and the invisibles,mia farrow adam lefevre penny balfour luc besson adventure animation family fantasy
oceans,pedro armendáriz jr. jacques perrin rie miyazawa jacques perrin documentary drama
a sound of thunder,david oyelowo catherine mccormack jemima rooper peter hyams action adventure horror sci-fi thriller
pompeii,sasha roiz currie graham dylan schombing paul w.s. anderson action adventure drama history romance
top cat begins,sariann monaco david hoffman ben diskin andrés couturier animation family
a beautiful mind,adam goldberg austin pendleton judd hirsch ron howard biography drama
the lion king,matthew broderick nathan lane niketa calame roger allers adventure animation drama family musical
journey 2: the mysterious island,josh hutcherson dwayne johnson kristin davis brad peyton action adventure comedy family fantasy sci-fi
cloudy with a chance of meatballs 2,will forte khamani griffin melissa sturm cody cameron animation comedy family fantasy sci-fi
red dragon,philip seymour hoffman anthony hopkins emily watson brett ratner crime drama thriller
hidalgo,j.k. simmons viggo mortensen peter mensah joe johnston action adventure western
jack and jill,al pacino adam sandler tim meadows dennis dugan comedy
2 fast 2 furious,paul walker cole hauser mo gallini john singleton action crime thriller
the little prince,jeff bridges james franco mackenzie foy mark osborne adventure animation drama family fantasy
the invasion,roger rees veronica cartwright jeremy northam oliver hirschbiegel sci-fi thriller
the adventures of rocky & bullwinkle,robert de niro janeane garofalo jonathan winters des mcanuff adventure animation comedy family fantasy
the secret life of pets,steve coogan eric stonestreet albert brooks yarrow cheney animation comedy family
the league of extraordinary gentlemen,jason flemyng max ryan tony curran stephen norrington action adventure fantasy sci-fi
despicable me 2,steve carell miranda cosgrove steve coogan pierre coffin animation comedy family sci-fi
independence day,will smith adam baldwin mary mcdonnell roland emmerich action adventure sci-fi
the lost world: jurassic park,ariana richards richard schiff vanessa lee chester steven spielberg action adventure sci-fi
madagascar,jada pinkett smith cedric the entertainer andy richter eric darnell adventure animation comedy family
children of men,charlie hunnam danny huston rita davies alfonso cuarón drama sci-fi thriller
x-men,hugh jackman tyler mane bruce davison bryan singer action adventure sci-fi
wanted,angelina jolie pitt morgan freeman common timur bekmambetov action crime fantasy thriller
the rock,nicolas cage michael biehn bokeem woodbine michael bay action adventure thriller
ice age: the meltdown,denis leary ray romano jay leno carlos saldanha action adventure animation comedy family fantasy
50 first dates,adam sandler peter dante allen covert peter segal comedy romance
hairspray,jerry stiller elijah kelley paul dooley adam shankman comedy drama family music musical romance
exorcist: the beginning,james d'arcy alan ford izabella scorupco renny harlin horror mystery thriller
inspector gadget,matthew broderick rene auberjonois rupert everett david kellogg action adventure comedy family sci-fi
now you see me,morgan freeman common michael kelly louis leterrier crime mystery thriller
grown ups,steve buscemi adam sandler salma hayek dennis dugan comedy
the terminal,tom hanks chi mcbride barry shabaka henley steven spielberg comedy drama
constantine            ,harold perrineau matt ryan charles halford unknown drama fantasy horror thriller
hotel for dogs,don cheadle kevin dillon yvette nicole brown thor freudenthal comedy family
vertical limit,nicholas lea scott glenn ben mendelsohn martin campbell action adventure drama thriller
charlie wilson's war,philip seymour hoffman tom hanks jud tylor mike nichols biography comedy drama history
shark tale,robert de niro martin scorsese angelina jolie pitt bibo bergeron adventure animation comedy family
dreamgirls,loretta devine jennifer hudson anika noni rose bill condon drama music musical
life            ,adam arkin brent sexton damian lewis unknown crime drama mystery
be cool,dwayne johnson christina milian debi mazar f. gary gray comedy crime music
munich,ayelet zurer moritz bleibtreu mathieu amalric steven spielberg drama history thriller
tears of the sun,bruce willis tom skerritt cole hauser antoine fuqua action drama thriller war
killers,tom selleck lisa ann walter catherine o'hara robert luketic action comedy romance thriller
the man from u.n.c.l.e.,henry cavill elizabeth debicki christian berkel guy ritchie action adventure comedy
spanglish,adam sandler paz vega sarah steele james l. brooks comedy drama romance
monster house,steve buscemi jon heder catherine o'hara gil kenan animation comedy family fantasy mystery
bandits,bruce willis brían f. o'byrne azura skye barry levinson comedy crime drama romance
first knight,julia ormond ben cross john gielgud jerry zucker action adventure romance thriller
anna and the king,bai ling geoffrey palmer randall duk kim andy tennant drama history romance
immortals,henry cavill daniel sharman steve byers tarsem singh action drama fantasy romance
hostage,jimmy bennett bruce willis ransford doherty florent-emilio siri action crime drama mystery thriller
titan a.e.,matt damon janeane garofalo nathan lane don bluth action adventure animation family sci-fi
hollywood homicide,harrison ford bruce greenwood lena olin ron shelton action comedy crime thriller
soldier,connie nielsen sean pertwee jason scott lee paul w.s. anderson action drama sci-fi
carriers,christopher meloni kiernan shipka lou taylor pucci david pastor drama horror sci-fi thriller
monkeybone,brendan fraser bridget fonda megan mullally henry selick animation comedy fantasy
flight of the phoenix,dennis quaid tony curran miranda otto john moore action adventure drama thriller
unbreakable,robin wright bruce willis michael kelly m. night shyamalan drama mystery sci-fi thriller
minions,steve carell jon hamm steve coogan kyle balda action animation comedy family sci-fi
sucker punch,jon hamm abbie cornish scott glenn zack snyder action fantasy
snake eyes,nicolas cage mike starr john heard brian de palma crime mystery thriller
sphere,peter coyote james pickens jr. huey lewis barry levinson drama mystery sci-fi thriller
the angry birds movie,peter dinklage josh gad keegan-michael key clay kaytis action animation comedy family
fool's gold,matthew mcconaughey ray winstone alexis dziena andy tennant action adventure comedy romance thriller
